0 0000001111111100000001111110110000001111110001100001111100001111000111101111111000011101111101100011111111000110001111110000110001111110000011000111100000001100011100000011100011100000001100001111000011110000111100011100000010111111100000000001111000000000
0 0000011111111000000111100000110000111110000011100111000000000111111000000000001111100000000000111100000000000011110000000000001111000000000000111100000000000011110000000000011111000000000001101110000000001110011100000000110000110000000110000001111111100000
0 0000000001111100000000000000011000000000000000110000011100000011000111110000001100111000000000110111000000000011011000000000001011000000000000101100000000000110100000000000110010000000000110001000000000110000110000001110000001111111100000000011111000000000
0 0000001111111111000001100000001100001100000000110000110000000011001110000000001101110000000000110110000000000111111000000000011011100000000011101110000000011100111000000011100011000000011100001100000111100000111001111000000001111110000000000001100000000000
0 0000000001111110000000011111111000000011001111100000011000011011000011000011101100011110011100110011000011100111001100011100011001100011100001101110011100001110110001100001110011001100001110001101110001110000111110011100000011111111100000000011110000000000
0 0000111111111100000111110001110001111000000011101110000000000111110000000000011110000000000000111000000000000011100000000000001111000000000000111100000000000111011000000000011101100000000001100111000000001110001111000011110000011111111100000000001111100000
0 0000011111110000000111101001110000110000000011100110000000000110111000000000001011000000000000111100000000000011110000000000001111000000000000111100000000000011110000000000001011000000000001100110000000001100011100000001110000111111111100000000111111000000
0 0000111111111000000111000100110000111000000011100011000000000110011000000000001011100000000000111110000000000011110000000000001111000000000000111100000000000011110000000000001111100000000000111110000000001110011110000011111000111111111110000000111000000000
0 0000011111111000000111111011110000111110000001100111000000000011011100000000001101100000000000110111110000000011011110000000011101110000000001100111000000001110111110000001110011111111011110001100000111110000111111111100000001111111000000000011110000000000
0 0001111111111000011111000001110001110000000011101110000000000111110000000000001111011100000000110111000000000011111000000000001111000000000001101100000000001110110000000001110011000000001110001100000111110000011111111000000001111111000000000001110000000000
0 0000111111111100001111100001111001111000000011100110000000000011011000000000001111000000000000111100000000000011110000000000001111000000000001111100000000000110110000000001110011000000001111001110000000111000011100001111000000111111111000000001111110000000
0 0000000001111111000000001110011100011111100000110111111110000111011101110000011111100110000001111110011000000110110000000000111011000000000011101100000000011100110000000011110011000000011110001100000011110000111000011100000011111111100000000011111100000000
0 0000011110000000000001111110000000000100011100000000110000011100000011000000110000110100000001100110010000000010111001100000001111000000000000111100000000000011110000000000001111000000000001101100000000001110111000000011110001111111111100000011111110000000
0 0011111111110000011110000111100011110000000111001110000000001100111000000000111011000000000001111100000000000011110000000000001111000000000000111100000000000011111000000000001101110000000001110011100000001110001111000001111000001111111110000000011111110000
0 0000001111111110000001111000111000001111000000110001111100000011001111100000001101111100000000110111110000000011110110000000011111011000000001101101100000001110101110000001110000011000001110000001100001110000000111011110000000001111110000000000011100000000
0 0000111111111000001111000011110001110000000001101110000000000110110000000000001011000000000000111100000000000011111000000000001111100000000000111110000000000010111110000000001011100000000001101110000000011110011100000011100000111011111000000000111110000000
0 0000001111000000000111111111100000111111111111000111000000011100011000000000111011100000000001101110000000000111111000000000001111100000000000111110000000000011110000000000011111000000000001101110000000001110111100000111110001111111111100000000111111000000
0 0000001111110000000011111111100000111100000111000111000000001110111000000000011111000000000000111110000000000011111000000000001111100000000000111110000000000011111000000000011011110000000011101111000000011100011110000111100000011111111100000000011110000000
0 0001111111110000001110000011100001110000000010001110000000001100110000000000011010000000000001111000000000000011100000000000001110000000000000110000000000000011000000000000011000110000000001100011100000001110000111000001110000001111111110000000001111110000
0 0000000011110000000000000111100000011000000111110011000000000011011100000000011101100000000001101100000000001110110000000001110011000000000110001100000001111000110000000111000011000000111000001110001111000000111111111000000001111110000000000001110000000000
1 0000000000001111000000000000111100000000000011110000000000001111000000000000111000000000000011100000000000011100000000000011100000000000011110000000000011111000000000011111000000000111111100000000111101110000001111100111000011111000001110001110000000000000
1 0000000000000111000000000000111000000000000111100000000000111100000000000111100000000000111100000000001111110000000011110111000000011100111000000111000011100000111000011100000011000001110000000000000111000000000000111000000000000011110000000000001110000000
1 0000000011111000000000001111100000000001111110000000000111110000000000011111000000000011111100000000001111110000000001111110000000000111111000000000111110000000000111111000000000011111000000000011111000000000001111100000000000111111000000000000111110000000
1 0000000000001111000000000000111100000000000011100000000000001110000000000011111000000000011111100000000011111110000000001110111000000011110011100000111110001110000111000000111001111100000011101110000000001110000000000000111100000000000011110000000000000111
1 0000000000000111000000000000111000000000001111100000000000111100000000001111100000000111111100000000111111110000001111001110000011111000111000001000000111000000000000111100000000000011100000000000011110000000000001111000000000000111100000000000111100000000
1 0000000000000111000000000000011000000000000111100000000000011100000000000011100000000000111000000000000111000000000011111000000001111111000000001100011000000000000011000000000000011100000000000011100000000000011100000000000001100000000000000111000000000000
1 0000000000000011000000000000011100000000000011100000000000001100000000000001110000000000001111000000000001111000000000001101100000000001111110000000011110111000000011100011000010111100011100001111000001100000110000000110000000000000111000000000000001000000
1 0000000011000000000000001100000000000000110000000000000011000000000000011100000000000001110000000000001111000000000001101100000010011100110000001111100011000000000000001100000000000000110000000000000011000000000100000100011100011111111111100000000010000000
1 0000000000000111000000000000111000000000000011100000000000011100000000000011110000000000011110000000000011111000000000011101100000000111101110000001111000110000001111000011000001110000001100001110000000111000110000000011100000000000000110000000000000001100
1 0000000000001100000000000000110000000000000111000000000000011100000000000011100000000000001110000000000001111000000000001111100000000001110110000000001110011000000001100001100000011100000110000111100000011000111000000001100000000000000111110000000000001110
1 0000001111100000000000111100000000000111110000000000011110000000000011111000000000001111100000000000111110000000000011111000000000001111000000000000111100000000000011110000000000001111000000000000111000000000000011100000000000001110000000000000111000000000
